"FeatureName","Year","Value","Energy.Type","Energy.Consuming.Sector"
"South Lanarkshire",2018,12.456,"Manufactured Fuels","All"
"South Lanarkshire",2018,2498.694,"Gas","All"
"South Lanarkshire",2018,1139.185,"Electricity","All"
"South Lanarkshire",2018,3086.464,"Petroleum Products","All"
"South Lanarkshire",2019,12.329,"Coal","All"
"South Lanarkshire",2019,12.116,"Manufactured Fuels","All"
"South Lanarkshire",2019,187.329,"Bioenergy & Wastes","All"
"South Lanarkshire",2019,2485.814,"Gas","All"
"South Lanarkshire",2019,1120.708,"Electricity","All"
"South Lanarkshire",2019,3004.174,"Petroleum Products","All"
"South Lanarkshire",2020,2469.594,"Petroleum Products","All"
"South Lanarkshire",2020,193.589,"Bioenergy & Wastes","All"
"South Lanarkshire",2020,13.732,"Manufactured Fuels","All"
"South Lanarkshire",2020,1081.584,"Electricity","All"
"South Lanarkshire",2020,12.105,"Coal","All"
"South Lanarkshire",2020,2547.771,"Gas","All"
"Stirling",2015,1172.896,"Petroleum Products","All"
"Stirling",2015,1219.714,"Gas","All"
"Stirling",2015,474.865,"Electricity","All"
"Stirling",2015,4.984,"Manufactured Fuels","All"
"Stirling",2015,5.762,"Coal","All"
"Stirling",2015,622.848,"Bioenergy & Wastes","All"
"Stirling",2016,1255.196,"Gas","All"
"Stirling",2016,1194.616,"Petroleum Products","All"
"Stirling",2016,6.154,"Coal","All"
"Stirling",2016,474.032,"Electricity","All"
"Stirling",2016,4.343,"Manufactured Fuels","All"
"Stirling",2016,639.576,"Bioenergy & Wastes","All"
"Stirling",2017,6.002,"Coal","All"
"Stirling",2017,762.819,"Bioenergy & Wastes","All"
"Stirling",2017,459.605,"Electricity","All"
"Stirling",2017,4.802,"Manufactured Fuels","All"
"Stirling",2017,1226.451,"Gas","All"
"Stirling",2017,1222.605,"Petroleum Products","All"
"Stirling",2018,1216.297,"Gas","All"
"Stirling",2018,1247.599,"Petroleum Products","All"
"Stirling",2018,462.278,"Electricity","All"
"Stirling",2018,5.73,"Coal","All"
"Stirling",2018,779.102,"Bioenergy & Wastes","All"
"Stirling",2018,4.951,"Manufactured Fuels","All"
"Stirling",2019,5.019,"Manufactured Fuels","All"
"Stirling",2019,4.299,"Coal","All"
"Stirling",2019,1195.434,"Gas","All"
"Stirling",2019,776.444,"Bioenergy & Wastes","All"
"Stirling",2019,443.533,"Electricity","All"
"Stirling",2019,1221.226,"Petroleum Products","All"
"Stirling",2020,747.472,"Bioenergy & Wastes","All"
"Stirling",2020,947.392,"Petroleum Products","All"
"Stirling",2020,426.794,"Electricity","All"
"Stirling",2020,1217.572,"Gas","All"
"Stirling",2020,4.413,"Coal","All"
"Stirling",2020,5.037,"Manufactured Fuels","All"
"West Dunbartonshire",2015,742.978,"Gas","All"
"West Dunbartonshire",2015,578.406,"Petroleum Products","All"
"West Dunbartonshire",2015,0.195,"Coal","All"
"West Dunbartonshire",2015,357.345,"Electricity","All"
"West Dunbartonshire",2015,0.648,"Manufactured Fuels","All"
"West Dunbartonshire",2015,15.828,"Bioenergy & Wastes","All"
"West Dunbartonshire",2016,714.864,"Gas","All"
"West Dunbartonshire",2016,0.481,"Manufactured Fuels","All"
"West Dunbartonshire",2016,573.914,"Petroleum Products","All"
"West Dunbartonshire",2016,15.909,"Bioenergy & Wastes","All"
"West Dunbartonshire",2016,0.194,"Coal","All"
"West Dunbartonshire",2016,339.762,"Electricity","All"
"West Dunbartonshire",2017,0.184,"Coal","All"
"West Dunbartonshire",2017,0.567,"Manufactured Fuels","All"
"West Dunbartonshire",2017,15.706,"Bioenergy & Wastes","All"
"West Dunbartonshire",2017,572.977,"Petroleum Products","All"
"West Dunbartonshire",2017,716.895,"Gas","All"
"West Dunbartonshire",2017,336.922,"Electricity","All"
"West Dunbartonshire",2018,324.465,"Electricity","All"
"West Dunbartonshire",2018,0.587,"Manufactured Fuels","All"
"West Dunbartonshire",2018,0.182,"Coal","All"
"West Dunbartonshire",2018,20.692,"Bioenergy & Wastes","All"
"West Dunbartonshire",2018,567.025,"Petroleum Products","All"
"West Dunbartonshire",2018,696.82,"Gas","All"
"West Dunbartonshire",2019,735.441,"Gas","All"
"West Dunbartonshire",2019,338.113,"Electricity","All"
"West Dunbartonshire",2019,26.138,"Bioenergy & Wastes","All"
"West Dunbartonshire",2019,553.218,"Petroleum Products","All"
"West Dunbartonshire",2019,0.602,"Manufactured Fuels","All"
"West Dunbartonshire",2019,0.169,"Coal","All"
"West Dunbartonshire",2020,448.095,"Petroleum Products","All"
"West Dunbartonshire",2020,322.332,"Electricity","All"
"West Dunbartonshire",2020,0.163,"Coal","All"
"West Dunbartonshire",2020,761.931,"Gas","All"
"West Dunbartonshire",2020,24.742,"Bioenergy & Wastes","All"
"West Dunbartonshire",2020,0.633,"Manufactured Fuels","All"
"West Lothian",2015,9.031,"Manufactured Fuels","All"
"West Lothian",2015,1616.296,"Petroleum Products","All"
"West Lothian",2015,49.732,"Bioenergy & Wastes","All"
"West Lothian",2015,2.147,"Coal","All"
"West Lothian",2015,1681.385,"Gas","All"
"West Lothian",2015,869.887,"Electricity","All"
"West Lothian",2016,52.051,"Bioenergy & Wastes","All"
"West Lothian",2016,6.05,"Manufactured Fuels","All"
"West Lothian",2016,3.653,"Coal","All"
"West Lothian",2016,1638.839,"Petroleum Products","All"
"West Lothian",2016,830.122,"Electricity","All"
"West Lothian",2016,1721.437,"Gas","All"
"West Lothian",2017,7.281,"Manufactured Fuels","All"
"West Lothian",2017,1680.635,"Petroleum Products","All"
"West Lothian",2017,1868.455,"Gas","All"
"West Lothian",2017,826.683,"Electricity","All"
"West Lothian",2017,52.809,"Bioenergy & Wastes","All"
"West Lothian",2017,3.783,"Coal","All"
"West Lothian",2018,799.411,"Electricity","All"
"West Lothian",2018,3.557,"Coal","All"
"West Lothian",2018,1694.553,"Petroleum Products","All"
"West Lothian",2018,7.336,"Manufactured Fuels","All"
"West Lothian",2018,1869.825,"Gas","All"
"West Lothian",2018,70.845,"Bioenergy & Wastes","All"
"West Lothian",2019,7.195,"Manufactured Fuels","All"
"West Lothian",2019,2.275,"Coal","All"
"West Lothian",2019,2168.363,"Gas","All"
"West Lothian",2019,778.297,"Electricity","All"
"West Lothian",2019,89.613,"Bioenergy & Wastes","All"
"West Lothian",2019,1657.624,"Petroleum Products","All"
"West Lothian",2020,86.548,"Bioenergy & Wastes","All"
"West Lothian",2020,8.16,"Manufactured Fuels","All"
"West Lothian",2020,735.218,"Electricity","All"
"West Lothian",2020,1347.124,"Petroleum Products","All"
"West Lothian",2020,1798.286,"Gas","All"
"West Lothian",2020,2.487,"Coal","All"
